ip,port,err,checkurl,g_idx
192.140.42.81,47277,asyncio.exceptions.TimeoutError,https://httpbin.org/ip,23
192.140.42.81,47277,asyncio.exceptions.TimeoutError,https://www.myip.com/,23
192.140.42.81,47277,asyncio.exceptions.TimeoutError,http://210.240.175.62/NTIIS/IP_test.asp,23
195.74.72.129,37213,Cannot connect to host www.rus.net.tw:443 ssl:default [None],https://www.rus.net.tw/myip.php,24
195.74.72.129,37213,Server disconnected,https://www.whatismyip.com.tw/tw/,24
195.74.72.129,37213,Server disconnected,https://www.myip.com/,24
195.74.72.129,37213,"status=200, or ip not show in checkurl",https://httpbin.org/ip,24
195.74.72.129,37213,"status=200, or ip not show in checkurl",http://210.240.175.62/NTIIS/IP_test.asp,24
195.74.72.129,37213,"status=403, or ip not show in checkurl",https://whatismyipaddress.com/zh-cn/index,24
195.74.72.129,37213,"status=403, or ip not show in checkurl",https://www.whatismyip.com/,24
197.157.219.169,48625,asyncio.exceptions.TimeoutError,http://210.240.175.62/NTIIS/IP_test.asp,25
197.157.219.169,48625,asyncio.exceptions.TimeoutError,https://www.rus.net.tw/myip.php,25
197.157.219.169,48625,asyncio.exceptions.TimeoutError,https://whatismyipaddress.com/zh-cn/index,25
197.157.219.169,48625,asyncio.exceptions.TimeoutError,https://www.whatismyip.com/,25
197.157.219.169,48625,asyncio.exceptions.TimeoutError,https://httpbin.org/ip,25
197.157.219.169,48625,asyncio.exceptions.TimeoutError,https://www.myip.com/,25
197.157.219.169,48625,asyncio.exceptions.TimeoutError,https://www.whatismyip.com.tw/tw/,25
202.29.220.202,52145,asyncio.exceptions.TimeoutError,http://210.240.175.62/NTIIS/IP_test.asp,26
202.29.220.202,52145,asyncio.exceptions.TimeoutError,https://www.myip.com/,26
202.29.220.202,52145,asyncio.exceptions.TimeoutError,https://www.whatismyip.com.tw/tw/,26
202.29.220.202,52145,asyncio.exceptions.TimeoutError,https://www.rus.net.tw/myip.php,26
202.29.220.202,52145,asyncio.exceptions.TimeoutError,https://httpbin.org/ip,26
202.29.220.202,52145,asyncio.exceptions.TimeoutError,https://www.whatismyip.com/,26
202.29.220.202,52145,"status=403, or ip not show in checkurl",https://whatismyipaddress.com/zh-cn/index,26
208.80.28.208,8080,asyncio.exceptions.TimeoutError,https://whatismyipaddress.com/zh-cn/index,27
208.80.28.208,8080,asyncio.exceptions.TimeoutError,https://www.rus.net.tw/myip.php,27
208.80.28.208,8080,asyncio.exceptions.TimeoutError,https://www.whatismyip.com/,27
208.80.28.208,8080,asyncio.exceptions.TimeoutError,https://www.myip.com/,27
208.80.28.208,8080,asyncio.exceptions.TimeoutError,http://210.240.175.62/NTIIS/IP_test.asp,27
208.80.28.208,8080,asyncio.exceptions.TimeoutError,https://httpbin.org/ip,27
208.80.28.208,8080,asyncio.exceptions.TimeoutError,https://www.whatismyip.com.tw/tw/,27
213.230.68.208,3128,"Cannot connect to host 213.230.68.208:3128 ssl:default [Connect call failed ('213.230.68.208', 3128)]",https://whatismyipaddress.com/zh-cn/index,28
213.230.68.208,3128,"Cannot connect to host 213.230.68.208:3128 ssl:default [Connect call failed ('213.230.68.208', 3128)]",https://www.rus.net.tw/myip.php,28
213.230.68.208,3128,"Cannot connect to host 213.230.68.208:3128 ssl:default [Connect call failed ('213.230.68.208', 3128)]",https://httpbin.org/ip,28
213.230.68.208,3128,"Cannot connect to host 213.230.68.208:3128 ssl:default [Connect call failed ('213.230.68.208', 3128)]",https://www.myip.com/,28
213.230.68.208,3128,"Cannot connect to host 213.230.68.208:3128 ssl:default [Connect call failed ('213.230.68.208', 3128)]",https://www.whatismyip.com/,28
213.230.68.208,3128,"Cannot connect to host 213.230.68.208:3128 ssl:default [Connect call failed ('213.230.68.208', 3128)]",https://www.whatismyip.com.tw/tw/,28
213.230.68.208,3128,"Cannot connect to host 213.230.68.208:3128 ssl:default [Connect call failed ('213.230.68.208', 3128)]",http://210.240.175.62/NTIIS/IP_test.asp,28
213.230.97.10,3128,[Errno 104] Connection reset by peer,https://whatismyipaddress.com/zh-cn/index,29
213.230.97.10,3128,[Errno 104] Connection reset by peer,https://httpbin.org/ip,29
213.230.97.10,3128,[Errno 104] Connection reset by peer,https://www.myip.com/,29
213.230.97.10,3128,[Errno 104] Connection reset by peer,https://www.rus.net.tw/myip.php,29
213.230.97.10,3128,[Errno 104] Connection reset by peer,https://www.whatismyip.com/,29
213.230.97.10,3128,[Errno 104] Connection reset by peer,https://www.whatismyip.com.tw/tw/,29
213.230.97.10,3128,asyncio.exceptions.TimeoutError,http://210.240.175.62/NTIIS/IP_test.asp,29
34.94.40.85,80,Server disconnected,https://www.whatismyip.com.tw/tw/,30
34.94.40.85,80,"status=200, or ip not show in checkurl",https://whatismyipaddress.com/zh-cn/index,30
34.94.40.85,80,"status=200, or ip not show in checkurl",https://www.rus.net.tw/myip.php,30
34.94.40.85,80,"status=200, or ip not show in checkurl",http://210.240.175.62/NTIIS/IP_test.asp,30
34.94.40.85,80,"status=200, or ip not show in checkurl",https://httpbin.org/ip,30
34.94.40.85,80,"status=200, or ip not show in checkurl",https://www.whatismyip.com/,30
34.94.40.85,80,"status=200, or ip not show in checkurl",https://www.myip.com/,30
36.94.133.138,8080,asyncio.exceptions.TimeoutError,https://whatismyipaddress.com/zh-cn/index,31
36.94.133.138,8080,asyncio.exceptions.TimeoutError,https://www.whatismyip.com.tw/tw/,31
36.94.133.138,8080,asyncio.exceptions.TimeoutError,https://www.myip.com/,31
36.94.133.138,8080,asyncio.exceptions.TimeoutError,https://httpbin.org/ip,31
36.94.133.138,8080,asyncio.exceptions.TimeoutError,https://www.whatismyip.com/,31
36.94.133.138,8080,asyncio.exceptions.TimeoutError,https://www.rus.net.tw/myip.php,31
36.94.133.138,8080,"status=200, or ip not show in checkurl",http://210.240.175.62/NTIIS/IP_test.asp,31
45.122.246.164,8080,asyncio.exceptions.TimeoutError,https://www.whatismyip.com.tw/tw/,32
45.122.246.164,8080,asyncio.exceptions.TimeoutError,https://www.rus.net.tw/myip.php,32
45.122.246.164,8080,asyncio.exceptions.TimeoutError,https://whatismyipaddress.com/zh-cn/index,32
45.122.246.164,8080,asyncio.exceptions.TimeoutError,http://210.240.175.62/NTIIS/IP_test.asp,32
45.122.246.164,8080,asyncio.exceptions.TimeoutError,https://www.whatismyip.com/,32
45.122.246.164,8080,asyncio.exceptions.TimeoutError,https://www.myip.com/,32
45.122.246.164,8080,asyncio.exceptions.TimeoutError,https://httpbin.org/ip,32
49.0.41.81,38235,asyncio.exceptions.TimeoutError,https://www.rus.net.tw/myip.php,33
49.0.41.81,38235,asyncio.exceptions.TimeoutError,https://www.whatismyip.com.tw/tw/,33
49.0.41.81,38235,asyncio.exceptions.TimeoutError,https://httpbin.org/ip,33
