title,author,star,price,src,href,rank,year
知識的假象：為什麼我們從未獨立思考？,史蒂芬．斯洛曼,4.5,188,https://kbimages1-a.akamaihd.net/7b5b336d-ae7c-4225-b749-088f26543455/140/215/60/False/1vVvKUHGazmi4kfTnhZy6g.jpg,https://www.kobo.com/tw/zh/ebook/1vVvKUHGazmi4kfTnhZy6g,83,2020
好懂秒懂的財務思維課：文理系看得懂、商學系終於通，生存賺錢一定要懂的24堂財務基礎,郝旭烈,4.5,238,https://kbimages1-a.akamaihd.net/9bb595fd-8b1a-4a4f-8cd4-a2fa39d1f253/140/215/60/False/Wf7m0wXc4Dats2pISRm9vA.jpg,https://www.kobo.com/tw/zh/ebook/Wf7m0wXc4Dats2pISRm9vA,84,2020
你怎麼過今天，就怎麼過今生,詹姆斯・沃曼 （James Wallman）,4.5,198,https://kbimages1-a.akamaihd.net/8e6c3ce7-d637-4abd-a691-8ecd604a40cb/140/215/60/False/uWD8JaIubzS1PYCtw-ycbA.jpg,https://www.kobo.com/tw/zh/ebook/uWD8JaIubzS1PYCtw-ycbA,85,2020
操弄【劍橋分析事件大揭祕】：幫川普當選、讓英國脫歐，看大數據、Facebook 如何洩露你的個資來操弄你的選擇？,布特妮．凱瑟,4.0,293,https://kbimages1-a.akamaihd.net/4fe75ef8-c8ed-4694-b531-f11773a6bf44/140/215/60/False/facebook-29.jpg,https://www.kobo.com/tw/zh/ebook/facebook-29,86,2020
鬼滅之刃 (1),吾峠呼世晴,4.5,55,https://kbimages1-a.akamaihd.net/74a5013a-04dc-450c-a5ad-c1c578ed36c3/140/215/60/False/fQIk63yxLz2LpB-Mo9qJ-w.jpg,https://www.kobo.com/tw/zh/ebook/fQIk63yxLz2LpB-Mo9qJ-w,87,2020
反市場：JG股市操作原理,JG,4.0,229,https://kbimages1-a.akamaihd.net/19b9e72d-d5d9-46a6-9a80-cb3854263d94/140/215/60/False/jg.jpg,https://www.kobo.com/tw/zh/ebook/jg,88,2020
沉默的遊行,東野圭吾,4.5,250,https://kbimages1-a.akamaihd.net/407aeda9-d12c-45cd-b8b7-e6733a3d1fae/140/215/60/False/y2RrXl--OTOEVph6d1b5aQ.jpg,https://www.kobo.com/tw/zh/ebook/y2RrXl--OTOEVph6d1b5aQ,89,2020
鬼滅之刃 (7),吾峠呼世晴,5.0,55,https://kbimages1-a.akamaihd.net/693cd8ef-4b7c-4203-891f-30b1c540db6e/140/215/60/False/UeakztRHmz6f-i1zVf46wA.jpg,https://www.kobo.com/tw/zh/ebook/UeakztRHmz6f-i1zVf46wA,90,2020
從0到1：打開世界運作的未知祕密，在意想不到之處發現價值,彼得‧提爾,4.5,199,https://kbimages1-a.akamaihd.net/3bd84458-d6f0-41da-b94d-eb8e3a85f357/140/215/60/False/9MbCWoZhpj-auSzMXcopRg.jpg,https://www.kobo.com/tw/zh/ebook/9MbCWoZhpj-auSzMXcopRg,91,2020
女神自助餐,劉芷妤,4.5,225,https://kbimages1-a.akamaihd.net/ec162e45-ff53-45ef-9c70-7a4d90cf653d/140/215/60/False/E65M7UvSaDe1l-GHSmP9-g.jpg,https://www.kobo.com/tw/zh/ebook/E65M7UvSaDe1l-GHSmP9-g,92,2020
人生勝利聖經：向100位世界強者學習健康、財富和人生智慧,提摩西．費里斯 Timothy Ferriss,4.0,387,https://kbimages1-a.akamaihd.net/31c73f35-e50d-4f37-ba0d-8c0b3fd42156/140/215/60/False/AxSGcvlwQDK0EL5t3f1Acg.jpg,https://www.kobo.com/tw/zh/ebook/AxSGcvlwQDK0EL5t3f1Acg,93,2020
邏輯謬誤鑑識班(增修新版)：訓練偵錯神經的24堂邏輯課,冀劍制,4.0,182,https://kbimages1-a.akamaihd.net/6243172d-9602-4961-86d2-23417e50d74e/140/215/60/False/PJxxsXHzuTuemELEMblccg.jpg,https://www.kobo.com/tw/zh/ebook/PJxxsXHzuTuemELEMblccg,94,2020
心流：高手都在研究的最優體驗心理學,米哈里．契克森米哈伊 Mihaly Csikszentmihalyi,4.0,288,https://kbimages1-a.akamaihd.net/51817a09-0dbc-489b-91ca-a3f6ec2316f3/140/215/60/False/tPzkGhS52zmRv3pnnEHrXg.jpg,https://www.kobo.com/tw/zh/ebook/tPzkGhS52zmRv3pnnEHrXg,95,2020
舌尖上的騙局：找回食物真原味！人工假味和無味食物正讓我們上癮？！,馬克‧史蓋茲克Mark Schatzker,4.5,214,https://kbimages1-a.akamaihd.net/b619e920-2c6c-4e22-8a7b-be440f0d7b04/140/215/60/False/O1-0tPNZ3TKhO7sC3B0hZg.jpg,https://www.kobo.com/tw/zh/ebook/O1-0tPNZ3TKhO7sC3B0hZg,96,2020
大會計師教你從財報數字看懂產業本質,張明輝,5.0,232,https://kbimages1-a.akamaihd.net/405c1546-10ac-4117-8d2d-9ccfffa7681b/140/215/60/False/OrUwR-IHBzquo-_W1zSGWA.jpg,https://www.kobo.com/tw/zh/ebook/OrUwR-IHBzquo-_W1zSGWA,97,2020
Learn Better學得更好,烏瑞克．鮑澤,4.5,182,https://kbimages1-a.akamaihd.net/c52a2f28-a8f9-4a4f-990a-db620cd6f9cc/140/215/60/False/learn-better-3.jpg,https://www.kobo.com/tw/zh/ebook/learn-better-3,98,2020
專注力協定：史丹佛教授教你消除逃避心理，自然而然變專注。,尼爾．艾歐,4.5,250,https://kbimages1-a.akamaihd.net/ed199a98-5868-4176-8200-cde491c9f564/140/215/60/False/frk1tNqhCzOgaRMuvYXcWw.jpg,https://www.kobo.com/tw/zh/ebook/frk1tNqhCzOgaRMuvYXcWw,99,2020
以我之名：寫給獨一無二的自己,張曼娟,4.5,213,https://kbimages1-a.akamaihd.net/cb87a3a4-5f6f-4fbd-867a-9b0ad79a2a69/140/215/60/False/t43jXn04ITakMpquLV4Beg.jpg,https://www.kobo.com/tw/zh/ebook/t43jXn04ITakMpquLV4Beg,100,2020
