ip,port,err,checkurl,g_idx
200.98.73.208,3128,asyncio.exceptions.TimeoutError,https://www.myip.com/,34
200.98.73.208,3128,asyncio.exceptions.TimeoutError,http://210.240.175.62/NTIIS/IP_test.asp,34
200.98.73.208,3128,"status=403, or ip not show in checkurl",https://www.whatismyip.com/,34
200.98.73.208,3128,"status=403, or ip not show in checkurl",https://whatismyipaddress.com/zh-cn/index,34
200.98.73.208,3128,"status=403, or ip not show in checkurl",https://httpbin.org/ip,34
208.80.28.208,8080,asyncio.exceptions.TimeoutError,https://www.whatismyip.com/,35
208.80.28.208,8080,asyncio.exceptions.TimeoutError,https://www.myip.com/,35
208.80.28.208,8080,asyncio.exceptions.TimeoutError,http://210.240.175.62/NTIIS/IP_test.asp,35
208.80.28.208,8080,asyncio.exceptions.TimeoutError,https://www.rus.net.tw/myip.php,35
208.80.28.208,8080,asyncio.exceptions.TimeoutError,https://www.whatismyip.com.tw/tw/,35
208.80.28.208,8080,asyncio.exceptions.TimeoutError,https://whatismyipaddress.com/zh-cn/index,35
208.80.28.208,8080,asyncio.exceptions.TimeoutError,https://httpbin.org/ip,35
208.81.193.205,80,asyncio.exceptions.TimeoutError,https://www.whatismyip.com.tw/tw/,36
208.81.193.205,80,asyncio.exceptions.TimeoutError,https://httpbin.org/ip,36
208.81.193.205,80,asyncio.exceptions.TimeoutError,http://210.240.175.62/NTIIS/IP_test.asp,36
208.81.193.205,80,asyncio.exceptions.TimeoutError,https://www.whatismyip.com/,36
208.81.193.205,80,asyncio.exceptions.TimeoutError,https://whatismyipaddress.com/zh-cn/index,36
208.81.193.205,80,asyncio.exceptions.TimeoutError,https://www.rus.net.tw/myip.php,36
208.81.193.205,80,asyncio.exceptions.TimeoutError,https://www.myip.com/,36
213.182.20.100,8080,asyncio.exceptions.TimeoutError,https://www.whatismyip.com.tw/tw/,37
213.182.20.100,8080,asyncio.exceptions.TimeoutError,https://www.whatismyip.com/,37
213.182.20.100,8080,asyncio.exceptions.TimeoutError,http://210.240.175.62/NTIIS/IP_test.asp,37
213.182.20.100,8080,asyncio.exceptions.TimeoutError,https://www.myip.com/,37
213.182.20.100,8080,asyncio.exceptions.TimeoutError,https://httpbin.org/ip,37
213.182.20.100,8080,asyncio.exceptions.TimeoutError,https://www.rus.net.tw/myip.php,37
213.182.20.100,8080,asyncio.exceptions.TimeoutError,https://whatismyipaddress.com/zh-cn/index,37
23.21.179.114,8080,Server disconnected,https://httpbin.org/ip,38
23.21.179.114,8080,Server disconnected,https://www.rus.net.tw/myip.php,38
23.21.179.114,8080,Server disconnected,https://www.whatismyip.com/,38
23.21.179.114,8080,Server disconnected,http://210.240.175.62/NTIIS/IP_test.asp,38
23.21.179.114,8080,Server disconnected,https://www.myip.com/,38
23.21.179.114,8080,"status=200, or ip not show in checkurl",https://whatismyipaddress.com/zh-cn/index,38
23.21.179.114,8080,"status=502, or ip not show in checkurl",https://www.whatismyip.com.tw/tw/,38
23.251.138.105,8080,Server disconnected,https://www.whatismyip.com.tw/tw/,39
